"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"84",62880,"Ddom7","Gdom7","V7","V","Cmin","Fmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"85",62976,"Gmin","Cmin","i","i","Gdom7","Cmin","Fmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"86",63048,"Gmin","Cmin","i","i","Cmin","Gdom7","Cmin","Fmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"87",63072,"Gmin","Cmin","i","i","Cmin","Cmin","Gdom7","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"88",63168,"Dmaj","Gmaj","V","V","Cmin","Cmin","Cmin","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"89",65640,"Gmaj","Cmaj","I","I","Gmaj","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"90",65664,"Gmaj","Cmaj","I","I","Cmaj","Gmaj","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"91",66024,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Gmaj","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"92",66048,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Gmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"93",66408,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"94",66432,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"95",66792,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"96",66816,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"97",67176,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"98",67200,"Gmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"99",4608,"Cmin7","Fmin7","iv7","iv","Cmaj","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"100",4704,"Cmin7","Fmin7","iv7","iv","Fmin7","Cmaj","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"101",5088,"Ddom7","Gdom7","V7","V","Fmin7","Fmin7","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"102",5280,"Ddom7","Gdom7","V7","V","Gdom7","Fmin7","Fmin7","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"103",5472,"Ddom7","Gdom7","V7","V","Gdom7","Gdom7","Fmin7","Fmin7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"104",5664,"Ddom7","Gdom7","V7","V","Gdom7","Gdom7","Gdom7","Fmin7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"105",6528,"Gmin","Cmin","i","i","Gdom7","Gdom7","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"106",67584,"Gmaj","Cmaj","I","I","Cmin","Gdom7","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"107",67968,"Gmaj","Cmaj","I","I","Cmaj","Cmin","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"108",2592,"Ddom7","Gdom7","V7","V","Cmaj","Cmaj","Cmin","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"109",3360,"Ddom7","Gdom7","V7","V","Gdom7","Cmaj","Cmaj","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"110",3936,"Gmin","Cmin","i","i","Gdom7","Gdom7","Cmaj","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"111",8832,"Ahalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Gdom7","Gdom7","Cmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"112",9024,"Ahalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Cmin","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"113",9216,"Dmaj","Gmaj","V","V","Dhalfdim7","Dhalfdim7","Cmin","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"114",10368,"Gmin","Cmin","i","i","Gmaj","Dhalfdim7","Dhalfdim7","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"115",11136,"Adim","Ddim","iiº","iiº","Cmin","Gmaj","Dhalfdim7","Dhalfdim7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"116",11712,"Gmin","Cmin","i","i","Ddim","Cmin","Gmaj","Dhalfdim7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"117",11904,"Cmin","Fmin","iv","iv","Cmin","Ddim","Cmin","Gmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"118",19200,"Dmin","Gmin","ii/IV","ii/IV","Fmin","Cmin","Ddim","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"119",19776,"F#/Gbdim","Bdim","viiº","viiº","Gmin","Fmin","Cmin","Ddim","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"120",21120,"Adim","Ddim","iiº","iiº","Bdim","Gmin","Fmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"121",21312,"Dmaj","Gmaj","V","V","Ddim","Bdim","Gmin","Fmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"122",21888,"Adim","Ddim","iiº","iiº","Gmaj","Ddim","Bdim","Gmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"123",22080,"Dmaj","Gmaj","V","V","Ddim","Gmaj","Ddim","Bdim","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"124",22656,"Adim","Ddim","iiº","iiº","Gmaj","Ddim","Gmaj","Ddim","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"125",22848,"Dmaj","Gmaj","V","V","Ddim","Gmaj","Ddim","Gmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"126",23040,"Gmin","Cmin","i","i","Gmaj","Ddim","Gmaj","Ddim","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"127",23232,"Gmin","Cmin","i","i","Cmin","Gmaj","Ddim","Gmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"128",23424,"Gmin","Cmin","i","i","Cmin","Cmin","Gmaj","Ddim","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"129",45264,"Ahalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Cmin","Cmin","Gmaj","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"130",768,"Gmin","Cmin","i","i","Dhalfdim7","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"131",1152,"Gmin","Cmin","i","i","Cmin","Dhalfdim7","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"132",1536,"Gmin","Cmin","i","i","Cmin","Cmin","Dhalfdim7","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"133",1920,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Dhalfdim7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"134",18432,"Cmin","Fmin","iv","iv","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"135",18624,"Ddom7","Gdom7","V7","V","Fmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"136",31488,"Gmin","Cmin","i","i","Gdom7","Fmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"137",41856,"Gmin","Cmin","i","i","Cmin","Gdom7","Fmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"138",384,"Gmin","Cmin","i","i","Cmin","Cmin","Gdom7","Fmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"139",576,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"140",1344,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"141",2112,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"142",4800,"Cmin7","Fmin7","iv7","iv","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"143",5760,"Ddom7","Gdom7","V7","V","Fmin7","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"144",5856,"Ddom7","Gdom7","V7","V","Gdom7","Fmin7","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"145",6144,"Ddom7","Gdom7","V7","V","Gdom7","Gdom7","Fmin7","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"146",14016,"Gmin","Cmin","i","i","Gdom7","Gdom7","Gdom7","Fmin7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"147",14400,"Gmin","Cmin","i","i","Cmin","Gdom7","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"148",17088,"Gmin","Cmin","i","i","Cmin","Cmin","Gdom7","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"149",17472,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Gdom7","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"150",59592,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"151",59616,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"152",59688,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"153",59712,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"154",59784,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"155",59808,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"156",59880,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"157",59904,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"158",60168,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"159",60192,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"160",60264,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"161",60288,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"162",65280,"Gmaj","Cmaj","I","I","Cmin","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
"163",65296,"Gmaj","Cmaj","I","I","Cmaj","Cmin","Cmin","Cmin","Berlioz","Symphonie Fantastique: 4. Marche au supplice","Minor","Symphony"
