"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"44",36720,"Bmaj","Amaj","VI","VI","Cmaj","Bdim","Cmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"45",37584,"Bmaj","Amaj","VI","VI","Amaj","Cmaj","Bdim","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"46",37632,"Bmaj","Amaj","VI","VI","Amaj","Amaj","Cmaj","Bdim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"47",39120,"Emaj","Dmaj","V/V","V/V","Amaj","Amaj","Amaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"48",39168,"Bmaj","Amaj","VI","VI","Dmaj","Amaj","Amaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"49",40416,"Bmaj","Amaj","VI","VI","Amaj","Dmaj","Amaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"50",44928,"Bmaj7","Amaj7","VIM7","VI","Amaj","Amaj","Dmaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"51",45696,"Gmaj","Fmaj","IV","IV","Amaj7","Amaj","Amaj","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"52",45888,"Emin","Dmin","ii","ii","Fmaj","Amaj7","Amaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"53",46080,"Dmin","Cmin","i","i","Dmin","Fmaj","Amaj7","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"54",46272,"Edim","Ddim","iiº","iiº","Cmin","Dmin","Fmaj","Amaj7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"55",55200,"F#/Gbmin","Emin","iii","iii","Ddim","Cmin","Dmin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"56",55296,"Emaj","Dmaj","V/V","V/V","Emin","Ddim","Cmin","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"57",55584,"F#/Gbmin","Emin","iii","iii","Dmaj","Emin","Ddim","Cmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"58",55776,"F#/Gbmin","Emin","iii","iii","Emin","Dmaj","Emin","Ddim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"59",55872,"Amaj","Gmaj","V","V","Emin","Emin","Dmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"60",56064,"Emaj","Dmaj","V/V","V/V","Gmaj","Emin","Emin","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"61",56640,"Bmaj","Amaj","VI","VI","Dmaj","Gmaj","Emin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"62",56928,"Bdom7","Adom7","V7/ii","V/ii","Amaj","Dmaj","Gmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"63",57120,"F#/Gbmin","Emin","iii","iii","Adom7","Amaj","Dmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"64",57361,"Bmaj","Amaj","VI","VI","Emin","Adom7","Amaj","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"65",57457,"Bmaj","Amaj","VI","VI","Amaj","Emin","Adom7","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"66",58560,"Gmaj","Fmaj","IV","IV","Amaj","Amaj","Emin","Adom7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"67",58704,"Dmaj","Cmaj","I","I","Fmaj","Amaj","Amaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"68",66528,"Emaj","Dmaj","V/V","V/V","Cmaj","Fmaj","Amaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"69",66624,"Bmaj","Amaj","VI","VI","Dmaj","Cmaj","Fmaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"70",66720,"Emaj","Dmaj","V/V","V/V","Amaj","Dmaj","Cmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"71",68832,"Amaj","Gmaj","V","V","Dmaj","Amaj","Dmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"72",68976,"Bmin7","Amin7","vi7","vi","Gmaj","Dmaj","Amaj","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"73",70272,"Dmaj","Cmaj","I","I","Amin7","Gmaj","Dmaj","Amaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"74",70321,"Bmin7","Amin7","vi7","vi","Cmaj","Amin7","Gmaj","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"75",70392,"Dmaj","Cmaj","I","I","Amin7","Cmaj","Amin7","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"76",70440,"Emin","Dmin","ii","ii","Cmaj","Amin7","Cmaj","Amin7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"77",70536,"C#/Dbdim","Bdim","viiº","viiº","Dmin","Cmaj","Amin7","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"78",71712,"Gmaj","Fmaj","IV","IV","Bdim","Dmin","Cmaj","Amin7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"79",72480,"F#/Gbmin","Emin","iii","iii","Fmaj","Bdim","Dmin","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"80",72816,"Bmin","Amin","vi","vi","Emin","Fmaj","Bdim","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"81",72912,"Bmin","Amin","vi","vi","Amin","Emin","Fmaj","Bdim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"82",72960,"Amaj","Gmaj","V","V","Amin","Amin","Emin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"83",74496,"Emin","Dmin","ii","ii","Gmaj","Amin","Amin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"84",79288,"Gmaj","Fmaj","IV","IV","Dmin","Gmaj","Amin","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"85",79296,"Emin7","Dmin7","ii7","ii","Fmaj","Dmin","Gmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"86",92640,"Dmaj","Cmaj","I","I","Dmin7","Fmaj","Dmin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"87",92832,"Dmaj","Cmaj","I","I","Cmaj","Dmin7","Fmaj","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"88",93216,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Dmin7","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"89",93312,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Dmin7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"90",93504,"F#/Gbmin","Emin","iii","iii","Cmaj","Cmaj","Cmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"91",93720,"F#/Gbmin","Emin","iii","iii","Emin","Cmaj","Cmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"92",93744,"Emin","Dmin","ii","ii","Emin","Emin","Cmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"93",93768,"F#/Gbmin","Emin","iii","iii","Dmin","Emin","Emin","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"94",93792,"Gmaj","Fmaj","IV","IV","Emin","Dmin","Emin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"95",93816,"Bmin","Amin","vi","vi","Fmaj","Emin","Dmin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"96",93840,"Amaj","Gmaj","V","V","Amin","Fmaj","Emin","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"97",93864,"Bmin","Amin","vi","vi","Gmaj","Amin","Fmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"98",93888,"Gmaj","Fmaj","IV","IV","Amin","Gmaj","Amin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"99",93912,"Amaj","Gmaj","V","V","Fmaj","Amin","Gmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"100",93936,"F#/Gbmin","Emin","iii","iii","Gmaj","Fmaj","Amin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"101",93960,"Gmaj","Fmaj","IV","IV","Emin","Gmaj","Fmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"102",93984,"Emin","Dmin","ii","ii","Fmaj","Emin","Gmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"103",94008,"F#/Gbmin","Emin","iii","iii","Dmin","Fmaj","Emin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"104",94032,"Gmaj","Fmaj","IV","IV","Emin","Dmin","Fmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"105",94056,"Amaj","Gmaj","V","V","Fmaj","Emin","Dmin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"106",94080,"Gmaj","Fmaj","IV","IV","Gmaj","Fmaj","Emin","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"107",94104,"Bmin","Amin","vi","vi","Fmaj","Gmaj","Fmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"108",94128,"Amaj","Gmaj","V","V","Amin","Fmaj","Gmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"109",94152,"Bmin","Amin","vi","vi","Gmaj","Amin","Fmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"110",94176,"Gmaj","Fmaj","IV","IV","Amin","Gmaj","Amin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"111",94200,"Amaj","Gmaj","V","V","Fmaj","Amin","Gmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"112",94224,"F#/Gbmin","Emin","iii","iii","Gmaj","Fmaj","Amin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"113",94248,"Gmaj","Fmaj","IV","IV","Emin","Gmaj","Fmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"114",94272,"Emin","Dmin","ii","ii","Fmaj","Emin","Gmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"115",94296,"Gmaj","Fmaj","IV","IV","Dmin","Fmaj","Emin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"116",94320,"F#/Gbmin","Emin","iii","iii","Fmaj","Dmin","Fmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"117",94344,"Emin","Dmin","ii","ii","Emin","Fmaj","Dmin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"118",94368,"Dmaj","Cmaj","I","I","Dmin","Emin","Fmaj","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"119",94392,"C#/Dbdim","Bdim","viiº","viiº","Cmaj","Dmin","Emin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"120",94416,"Bmin","Amin","vi","vi","Bdim","Cmaj","Dmin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"121",94440,"Amaj","Gmaj","V","V","Amin","Bdim","Cmaj","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"122",94488,"Amaj","Gmaj","V","V","Gmaj","Amin","Bdim","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"123",94512,"Bmin","Amin","vi","vi","Gmaj","Gmaj","Amin","Bdim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"124",94560,"Bmin","Amin","vi","vi","Amin","Gmaj","Gmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"125",94608,"Dmaj","Cmaj","I","I","Amin","Amin","Gmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"126",94632,"Emaj","Dmaj","V/V","V/V","Cmaj","Amin","Amin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"127",94656,"Dmaj","Cmaj","I","I","Dmaj","Cmaj","Amin","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"128",94704,"Bmin","Amin","vi","vi","Cmaj","Dmaj","Cmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"129",94752,"Dmaj","Cmaj","I","I","Amin","Cmaj","Dmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"130",94776,"Emaj","Dmaj","V/V","V/V","Cmaj","Amin","Cmaj","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"131",94800,"F#/Gbmin","Emin","iii","iii","Dmaj","Cmaj","Amin","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"132",94848,"F#/Gbmin","Emin","iii","iii","Emin","Dmaj","Cmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"133",94896,"Amaj","Gmaj","V","V","Emin","Emin","Dmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"134",94920,"Bmin","Amin","vi","vi","Gmaj","Emin","Emin","Dmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"135",94944,"Gmaj","Fmaj","IV","IV","Amin","Gmaj","Emin","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"136",94968,"Amaj","Gmaj","V","V","Fmaj","Amin","Gmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"137",94992,"Bmin","Amin","vi","vi","Gmaj","Fmaj","Amin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"138",95016,"C#/Dbdim","Bdim","viiº","viiº","Amin","Gmaj","Fmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"139",95256,"Emin","Dmin","ii","ii","Bdim","Amin","Gmaj","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"140",95280,"Dmaj","Cmaj","I","I","Dmin","Bdim","Amin","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"141",95304,"C#/Dbdim","Bdim","viiº","viiº","Cmaj","Dmin","Bdim","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"142",95328,"Bmin","Amin","vi","vi","Bdim","Cmaj","Dmin","Bdim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"143",95352,"Amaj","Gmaj","V","V","Amin","Bdim","Cmaj","Dmin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"144",95376,"Gmaj","Fmaj","IV","IV","Gmaj","Amin","Bdim","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"145",95400,"F#/Gbmin","Emin","iii","iii","Fmaj","Gmaj","Amin","Bdim","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"146",95616,"Dmaj","Cmaj","I","I","Emin","Fmaj","Gmaj","Amin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"147",95904,"Amaj","Gmaj","V","V","Cmaj","Emin","Fmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"148",96000,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Emin","Fmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"149",96288,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Emin","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"150",96576,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"151",97088,"Edom7","Ddom7","V7/V","V/V","Cmaj","Gmaj","Cmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"152",97120,"Edom7","Ddom7","V7/V","V/V","Ddom7","Cmaj","Gmaj","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"153",97472,"Edom7","Ddom7","V7/V","V/V","Ddom7","Ddom7","Cmaj","Gmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"154",97696,"Amaj","Gmaj","V","V","Ddom7","Ddom7","Ddom7","Cmaj","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
"155",102936,"Dmin","Cmin","i","i","Gmaj","Ddom7","Ddom7","Ddom7","Mahler","Symphony No.5 in C#-, 5.Rondo-Finale: Allegro","Major","Symphony"
