"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"47",126336,"Fmin","Fmin","iv","iv","Fmin","Fmin","Cmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"48",127872,"Fdom7","Fdom7","VI7","VI","Fmin","Fmin","Fmin","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"49",132864,"Dmaj","Dmaj","V/V","V/V","Fdom7","Fmin","Fmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"50",133632,"Dmaj","Dmaj","V/V","V/V","Dmaj","Fdom7","Fmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"51",134400,"Dmaj","Dmaj","V/V","V/V","Dmaj","Dmaj","Fdom7","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"52",135168,"Dmaj","Dmaj","V/V","V/V","Dmaj","Dmaj","Dmaj","Fdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"53",137472,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dmaj","Dmaj","Dmaj","Dmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"54",138240,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Dmaj","Dmaj","Dmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"55",139008,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmaj","Dmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"56",139776,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"57",147840,"Gdom7","Gdom7","V7","V","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"58",148608,"Cmin","Cmin","i","i","Gdom7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"59",150912,"Gmaj","Gmaj","V","V","Cmin","Gdom7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"60",160512,"Cmin","Cmin","i","i","Gmaj","Cmin","Gdom7","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"61",162048,"Gdom7","Gdom7","V7","V","Cmin","Gmaj","Cmin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"62",163392,"Cmin","Cmin","i","i","Gdom7","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"63",165888,"Gmaj","Gmaj","V","V","Cmin","Gdom7","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"64",169728,"Bdim","Bdim","viiº","viiº","Gmaj","Cmin","Gdom7","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"65",170112,"Gdom7","Gdom7","V7","V","Bdim","Gmaj","Cmin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"66",170496,"Amin","Amin","vi","vi","Gdom7","Bdim","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"67",172416,"Cmaj","Cmaj","I","I","Amin","Gdom7","Bdim","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"68",172800,"Bdim","Bdim","viiº","viiº","Cmaj","Amin","Gdom7","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"69",173184,"Gdom7","Gdom7","V7","V","Bdim","Cmaj","Amin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"70",173568,"Amin","Amin","vi","vi","Gdom7","Bdim","Cmaj","Amin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"71",174720,"Cdom7","Cdom7","V7/IV","V/IV","Amin","Gdom7","Bdim","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"72",176256,"Ddom7","Ddom7","V7/V","V/V","Cdom7","Amin","Gdom7","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"73",182784,"Gdom7","Gdom7","V7","V","Ddom7","Cdom7","Amin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"74",183360,"Gdom7","Gdom7","V7","V","Gdom7","Ddom7","Cdom7","Amin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"75",185088,"Amin7","Amin7","vi7","vi","Gdom7","Gdom7","Ddom7","Cdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"76",185472,"Gmaj","Gmaj","V","V","Amin7","Gdom7","Gdom7","Ddom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"77",185856,"Gdom7","Gdom7","V7","V","Gmaj","Amin7","Gdom7","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"78",187584,"Cmaj","Cmaj","I","I","Gdom7","Gmaj","Amin7","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"79",187968,"Dmin7","Dmin7","ii7","ii","Cmaj","Gdom7","Gmaj","Amin7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"80",188352,"Cmaj","Cmaj","I","I","Dmin7","Cmaj","Gdom7","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"81",188736,"Gdom7","Gdom7","V7","V","Cmaj","Dmin7","Cmaj","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"82",188928,"Cmaj","Cmaj","I","I","Gdom7","Cmaj","Dmin7","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"83",191712,"Gmaj","Gmaj","V","V","Cmaj","Gdom7","Cmaj","Dmin7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"84",191808,"Gmaj","Gmaj","V","V","Gmaj","Cmaj","Gdom7","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"85",191904,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmaj","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"86",192000,"Cmaj","Cmaj","I","I","Gmaj","Gmaj","Gmaj","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"87",192480,"Gmaj","Gmaj","V","V","Cmaj","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"88",192576,"Gmaj","Gmaj","V","V","Gmaj","Cmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"89",192672,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"90",192768,"Cmaj","Cmaj","I","I","Gmaj","Gmaj","Gmaj","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"91",193248,"Gmaj","Gmaj","V","V","Cmaj","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"92",193344,"Gmaj","Gmaj","V","V","Gmaj","Cmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"93",193440,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"94",193536,"Cmaj","Cmaj","I","I","Gmaj","Gmaj","Gmaj","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"95",203904,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Cmaj","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"96",205440,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Cmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"97",209472,"Cmin","Cmin","i","i","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Cmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"98",209664,"Gmaj","Gmaj","V","V","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"99",209856,"Cmin","Cmin","i","i","Gmaj","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"100",210240,"Cmin","Cmin","i","i","Cmin","Gmaj","Cmin","D, F, G#/Ab, B - fulldim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"101",210624,"Cmaj","Cmaj","I","I","Cmin","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"102",210816,"Fmin","Fmin","iv","iv","Cmaj","Cmin","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"103",211008,"Cmaj","Cmaj","I","I","Fmin","Cmaj","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"104",211200,"Fmin","Fmin","iv","iv","Cmaj","Fmin","Cmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"105",212160,"Gdom7","Gdom7","V7","V","Fmin","Cmaj","Fmin","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"106",213120,"Fmin","Fmin","iv","iv","Gdom7","Fmin","Cmaj","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"107",213888,"Cmin","Cmin","i","i","Fmin","Gdom7","Fmin","Cmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"108",214656,"Fmin","Fmin","iv","iv","Cmin","Fmin","Gdom7","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"109",215424,"Gdom7","Gdom7","V7","V","Fmin","Cmin","Fmin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"110",216192,"Cmin","Cmin","i","i","Gdom7","Fmin","Cmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"111",216960,"Dhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Gdom7","Fmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"112",218112,"Gmaj","Gmaj","V","V","Dhalfdim7","Cmin","Gdom7","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"113",222144,"Gmaj","Gmaj","V","V","Gmaj","Dhalfdim7","Cmin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"114",222336,"Cmin","Cmin","i","i","Gmaj","Gmaj","Dhalfdim7","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"115",223872,"Cmin","Cmin","i","i","Cmin","Gmaj","Gmaj","Dhalfdim7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"116",224064,"Gmin","Gmin","ii/IV","ii/IV","Cmin","Cmin","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"117",224832,"Cmin","Cmin","i","i","Gmin","Cmin","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"118",225408,"Fmin","Fmin","iv","iv","Cmin","Gmin","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"119",225600,"Cmin","Cmin","i","i","Fmin","Cmin","Gmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"120",225792,"Fmin","Fmin","iv","iv","Cmin","Fmin","Cmin","Gmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"121",225984,"Cmin","Cmin","i","i","Fmin","Cmin","Fmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"122",226368,"Cmin","Cmin","i","i","Cmin","Fmin","Cmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"123",226752,"Gmaj","Gmaj","V","V","Cmin","Cmin","Fmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"124",228096,"Fmin","Fmin","iv","iv","Gmaj","Cmin","Cmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"125",228288,"Cmin","Cmin","i","i","Fmin","Gmaj","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"126",228864,"Fmin","Fmin","iv","iv","Cmin","Fmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"127",229056,"Cmin","Cmin","i","i","Fmin","Cmin","Fmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"128",229440,"Cmin","Cmin","i","i","Cmin","Fmin","Cmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"129",229824,"Gmaj","Gmaj","V","V","Cmin","Cmin","Fmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"130",230016,"Cmin","Cmin","i","i","Gmaj","Cmin","Cmin","Fmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"131",230496,"Gdom7","Gdom7","V7","V","Cmin","Gmaj","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"132",230592,"Gdom7","Gdom7","V7","V","Gdom7","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"133",230688,"Gdom7","Gdom7","V7","V","Gdom7","Gdom7","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"134",230784,"Gdom7","Gdom7","V7","V","Gdom7","Gdom7","Gdom7","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"135",231552,"Bdim","Bdim","viiº","viiº","Gdom7","Gdom7","Gdom7","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"136",231744,"Gdom7","Gdom7","V7","V","Bdim","Gdom7","Gdom7","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"137",231936,"Cmin","Cmin","i","i","Gdom7","Bdim","Gdom7","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"138",232320,"Cmin","Cmin","i","i","Cmin","Gdom7","Bdim","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"139",238560,"Gmaj","Gmaj","V","V","Cmin","Cmin","Gdom7","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"140",238656,"Gmaj","Gmaj","V","V","Gmaj","Cmin","Cmin","Gdom7","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"141",238752,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"142",238848,"Cmin","Cmin","i","i","Gmaj","Gmaj","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"143",239328,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"144",239424,"Gmaj","Gmaj","V","V","Gmaj","Cmin","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"145",239520,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"146",239616,"Cmin","Cmin","i","i","Gmaj","Gmaj","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"147",240096,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"148",240192,"Gmaj","Gmaj","V","V","Gmaj","Cmin","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"149",240288,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"150",240384,"Cmin","Cmin","i","i","Gmaj","Gmaj","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"151",240576,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"152",240768,"Cmin","Cmin","i","i","Gmaj","Cmin","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"153",240960,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"154",241152,"Cmin","Cmin","i","i","Gmaj","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"155",241344,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"156",241536,"Cmin","Cmin","i","i","Gmaj","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"157",241728,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"158",241920,"Cmin","Cmin","i","i","Gmaj","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"159",242304,"Gmaj","Gmaj","V","V","Cmin","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"160",242688,"Cmin","Cmin","i","i","Gmaj","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"161",12672,"Cmin","Cmin","i","i","Cmin","Gmaj","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"162",60672,"Cmin","Cmin","i","i","Cmin","Cmin","Gmaj","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"163",122304,"Bdim","Bdim","viiº","viiº","Cmin","Cmin","Cmin","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"164",122496,"Bdim","Bdim","viiº","viiº","Bdim","Cmin","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"165",147072,"Gmaj","Gmaj","V","V","Bdim","Bdim","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"166",148992,"Gmaj","Gmaj","V","V","Gmaj","Bdim","Bdim","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"167",149760,"Gmaj","Gmaj","V","V","Gmaj","Gmaj","Bdim","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"168",150048,"Bdim","Bdim","viiº","viiº","Gmaj","Gmaj","Gmaj","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"169",154752,"Cmin","Cmin","i","i","Bdim","Gmaj","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"170",156288,"Cmin","Cmin","i","i","Cmin","Bdim","Gmaj","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"171",157824,"Cmin","Cmin","i","i","Cmin","Cmin","Bdim","Gmaj","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"172",26112,"Ddim","Ddim","iiº","iiº","Cmin","Cmin","Cmin","Bdim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"173",26880,"Cmin","Cmin","i","i","Ddim","Cmin","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"174",74112,"Ddim","Ddim","iiº","iiº","Cmin","Ddim","Cmin","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"175",74880,"Cmin","Cmin","i","i","Ddim","Cmin","Ddim","Cmin","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
"176",100992,"Fmin","Fmin","iv","iv","Cmin","Ddim","Cmin","Ddim","Beethoven","Symphony 5, mvt. 1","Minor","Symphony"
