"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"33",31080,"Amin","Fmin","iv","iv","Fmin","Cmin","Cmin","Bdim","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"34",31200,"Bmaj","Gmaj","V","V","Fmin","Fmin","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"35",39840,"Amin7","Fmin7","iv7","iv","Gmaj","Fmin","Fmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"36",9120,"Amin7","Fmin7","iv7","iv","Fmin7","Gmaj","Fmin","Fmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"37",21840,"Bmaj","Gmaj","V","V","Fmin7","Fmin7","Gmaj","Fmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"38",25680,"Bmaj","Gmaj","V","V","Gmaj","Fmin7","Fmin7","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"39",5040,"Emin","Cmin","i","i","Gmaj","Gmaj","Fmin7","Fmin7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"40",5520,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Gmaj","Gmaj","Fmin7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"41",7320,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dhalfdim7","Cmin","Gmaj","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"42",7440,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"43",7680,"Emin","Cmin","i","i","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"44",8160,"Emin","Cmin","i","i","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"45",9840,"Emin","Cmin","i","i","Cmin","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"46",10320,"F#/Gbdom7","Ddom7","V7/V","V/V","Cmin","Cmin","Cmin","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"47",11040,"F#/Gbmaj","Ddom7","V7/V","V/V","Ddom7","Cmin","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"48",11160,"F#/Gbmaj","Ddom7","V7/V","V/V","Ddom7","Ddom7","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"49",11280,"F#/Gbdom7","Ddom7","V7/V","V/V","Ddom7","Ddom7","Ddom7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"50",11520,"Bmaj","Gmaj","V","V","Ddom7","Ddom7","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"51",12000,"Bmaj","Gmaj","V","V","Gmaj","Ddom7","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"52",12720,"Emin","Cmin","i","i","Gmaj","Gmaj","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"53",13200,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Gmaj","Gmaj","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"54",15000,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dhalfdim7","Cmin","Gmaj","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"55",15120,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"56",15360,"Emin","Cmin","i","i","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"57",15600,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"58",15840,"Emin","Cmin","i","i","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"59",16560,"F#/Gbmaj","Ddom7","V7/V","V/V","Cmin","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"60",17520,"Emaj","Cdom7","V7/IV","V/IV","Ddom7","Cmin","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"61",17640,"Edom7","Cdom7","V7/IV","V/IV","Cdom7","Ddom7","Cmin","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"62",30840,"Amin","Fmin","iv","iv","Cdom7","Cdom7","Ddom7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"63",35760,"Emin","Cmin","i","i","Fmin","Cdom7","Cdom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"64",35880,"Emin","Cmin","i","i","Cmin","Fmin","Cdom7","Cdom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"65",36240,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Cmin","Fmin","Cdom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"66",38160,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dhalfdim7","Cmin","Cmin","Fmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"67",38400,"Emin","Cmin","i","i","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"68",38640,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"69",38880,"Emin","Cmin","i","i","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"70",40560,"Emin","Cmin","i","i","Cmin","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"71",41040,"F#/Gbdom7","Ddom7","V7/V","V/V","Cmin","Cmin","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"72",41760,"F#/Gbmaj","Ddom7","V7/V","V/V","Ddom7","Cmin","Cmin","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"73",41880,"F#/Gbmaj","Ddom7","V7/V","V/V","Ddom7","Ddom7","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"74",42000,"F#/Gbdom7","Ddom7","V7/V","V/V","Ddom7","Ddom7","Ddom7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"75",42240,"Bmaj","Gmaj","V","V","Ddom7","Ddom7","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"76",42720,"Bmaj","Gmaj","V","V","Gmaj","Ddom7","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"77",43440,"Emin","Cmin","i","i","Gmaj","Gmaj","Ddom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"78",43560,"Emin","Cmin","i","i","Cmin","Gmaj","Gmaj","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"79",43920,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","Cmin","Gmaj","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"80",45840,"D#/Eb, F#/Gb, A, C - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dhalfdim7","Cmin","Cmin","Gmaj","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"81",46080,"Emin","Cmin","i","i","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"82",46320,"F#/Gbhalfdim7","Dhalfdim7","iiø7","iiº","Cmin","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"83",46560,"Emin","Cmin","i","i","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"84",47280,"F#/Gbmaj","Ddom7","V7/V","V/V","Cmin","Dhalfdim7","Cmin","D, F, G#/Ab, B - fulldim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"85",48240,"Emaj","Cdom7","V7/IV","V/IV","Ddom7","Cmin","Dhalfdim7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"86",48360,"Edom7","Cdom7","V7/IV","V/IV","Cdom7","Ddom7","Cmin","Dhalfdim7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"87",1200,"Emin","Cmin","i","i","Cdom7","Cdom7","Ddom7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"88",1680,"F#/Gbdim","Ddim","iiº","iiº","Cmin","Cdom7","Cdom7","Ddom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"89",3120,"Emin","Cmin","i","i","Ddim","Cmin","Cdom7","Cdom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"90",3600,"F#/Gbdim","Ddim","iiº","iiº","Cmin","Ddim","Cmin","Cdom7","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"91",36360,"F#/Gbdim","Ddim","iiº","iiº","Ddim","Cmin","Ddim","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"92",39000,"Emin","Cmin","i","i","Ddim","Ddim","Cmin","Ddim","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"93",40680,"Emin","Cmin","i","i","Cmin","Ddim","Ddim","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"94",41160,"F#/Gbdom7","Ddom7","V7/V","V/V","Cmin","Cmin","Ddim","Ddim","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"95",42120,"F#/Gbdom7","Ddom7","V7/V","V/V","Ddom7","Cmin","Cmin","Ddim","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"96",42840,"Bmaj","Gmaj","V","V","Ddom7","Ddom7","Cmin","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"97",44040,"F#/Gbdim","Ddim","iiº","iiº","Gmaj","Ddom7","Ddom7","Cmin","Tchaikovsky","Dance of the Sugar Plum Fairy","Minor","Ballet"
"98",0,"Dmaj","Cmaj","I","I",NA,NA,NA,NA,"Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"99",240,"Dmaj","Cmaj","I","I","Cmaj",NA,NA,NA,"Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"100",600,"Dmaj","Cmaj","I","I","Cmaj","Cmaj",NA,NA,"Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"101",840,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj",NA,"Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"102",960,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"103",3240,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"104",3480,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"105",3840,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"106",4080,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"107",4200,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"108",4320,"Amaj","Gmaj","V","V","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"109",4560,"Amaj","Gmaj","V","V","Gmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"110",4920,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"111",5160,"F#/Gbmin","Emin","iii","iii","Gmaj","Gmaj","Gmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"112",5280,"F#/Gbmin","Emin","iii","iii","Emin","Gmaj","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"113",5400,"Amaj","Gmaj","V","V","Emin","Emin","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"114",5640,"Amaj","Gmaj","V","V","Gmaj","Emin","Emin","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"115",6000,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Emin","Emin","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"116",6480,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Emin","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"117",6720,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"118",7080,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"119",7320,"Emin","Dmin","ii","ii","Gmaj","Gmaj","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"120",7440,"Emin7","Dmin7","ii7","ii","Dmin","Gmaj","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"121",7560,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dmin7","Dmin","Gmaj","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"122",7800,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Dmin7","Dmin","Gmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"123",8160,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmin7","Dmin","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"124",8400,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmin7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"125",8520,"Adom7","Gdom7","V7","V","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"126",8640,"Dmaj","Cmaj","I","I","Gdom7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"127",8880,"Dmaj","Cmaj","I","I","Cmaj","Gdom7","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"128",9240,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Gdom7","D, F, G#/Ab, B - fulldim7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"129",9480,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Gdom7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"130",9600,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"131",11880,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"132",12120,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"133",12480,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"134",12720,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"135",12840,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"136",12960,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"137",13200,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"138",13560,"Gmin","Fmin","iv","iv","Cmaj","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"139",14880,"Edom7","Ddom7","V7/V","V/V","Fmin","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"140",15120,"Dmaj","Cmaj","I","I","Ddom7","Fmin","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"141",15360,"Dmaj","Cmaj","I","I","Cmaj","Ddom7","Fmin","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"142",15720,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Ddom7","Fmin","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"143",15960,"Adom7","Gdom7","V7","V","Cmaj","Cmaj","Cmaj","Ddom7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"144",16080,"Adom7","Gdom7","V7","V","Gdom7","Cmaj","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"145",16200,"Dmaj","Cmaj","I","I","Gdom7","Gdom7","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"146",16440,"Dmaj","Cmaj","I","I","Cmaj","Gdom7","Gdom7","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"147",17760,"C#/Dbdim","Bdim","viiº","viiº","Cmaj","Cmaj","Gdom7","Gdom7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"148",18240,"Edom7","Ddom7","V7/V","V/V","Bdim","Cmaj","Cmaj","Gdom7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"149",20520,"F#/Gbmin","Emin","iii","iii","Ddom7","Bdim","Cmaj","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"150",21120,"F#/Gbmin","Emin","iii","iii","Emin","Ddom7","Bdim","Cmaj","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"151",21480,"F#/Gbmin","Emin","iii","iii","Emin","Emin","Ddom7","Bdim","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
"152",21600,"Dmaj","Cmaj","I","I","Emin","Emin","Emin","Ddom7","Tchaikovsky","String Quartet no. 1 in D, Mvt 1","Major","String Quartet"
