"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"24",75360,"Dmaj","Gmaj","V","V","Gmaj","Fmin7","Cmin7","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"25",77280,"Dmaj","Gmaj","V","V","Gmaj","Gmaj","Fmin7","Cmin7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"26",79680,"Ddom7","Gdom7","V7","V","Gmaj","Gmaj","Gmaj","Fmin7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"27",81120,"Dmaj","Gmaj","V","V","Gdom7","Gmaj","Gmaj","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"28",83520,"Ddom7","Gdom7","V7","V","Gmaj","Gdom7","Gmaj","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"29",84480,"Gmin","Cmin","i","i","Gdom7","Gmaj","Gdom7","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"30",84960,"Gmin","Cmin","i","i","Cmin","Gdom7","Gmaj","Gdom7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"31",86400,"Cmin","Fmin","iv","iv","Cmin","Cmin","Gdom7","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"32",101520,"Gmin","Cmin","i","i","Fmin","Cmin","Cmin","Gdom7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"33",108721,"Cmin","Fmin","iv","iv","Cmin","Fmin","Cmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"34",109682,"Ahalfdim7","Dhalfdim7","iiø7","iiº","Fmin","Cmin","Fmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"35",109797,"Ahalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Fmin","Cmin","Fmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"36",114481,"Gmin","Cmin","i","i","Dhalfdim7","Dhalfdim7","Fmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"37",115557,"Gmin","Cmin","i","i","Cmin","Dhalfdim7","Dhalfdim7","Fmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"38",115679,"Gmin","Cmin","i","i","Cmin","Cmin","Dhalfdim7","Dhalfdim7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"39",115922,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Dhalfdim7","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"40",127681,"Gmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"41",130917,"Dmaj","Gmaj","V","V","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"42",131878,"Dmaj","Gmaj","V","V","Gmaj","Cmin","Cmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"43",132001,"Dmaj","Gmaj","V","V","Gmaj","Gmaj","Cmin","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"44",132482,"Dmaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Cmin","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"45",134758,"Gmin","Cmin","i","i","Gmaj","Gmaj","Gmaj","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"46",138000,"Gmin","Cmin","i","i","Cmin","Gmaj","Gmaj","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"47",147357,"Cmin","Fmin","iv","iv","Cmin","Cmin","Gmaj","Gmaj","Rachmaninoff","Prelude Number 5 in G Minor","Minor","Solo Piano"
"48",570,"A#/Bbmin","Cmin","i","i",NA,NA,NA,NA,"Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"49",600,"A#/Bbmin","Cmin","i","i","Cmin",NA,NA,NA,"Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"50",3940,"A#/Bbdom7","Cdom7","V7/IV","V/IV","Cmin","Cmin",NA,NA,"Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"51",4020,"A#/Bbdom7","Cdom7","V7/IV","V/IV","Cdom7","Cmin","Cmin",NA,"Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"52",4060,"A#/Bbdom7","Cdom7","V7/IV","V/IV","Cdom7","Cdom7","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"53",5250,"Adim","Bdim","viiº","viiº","Cdom7","Cdom7","Cdom7","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"54",5700,"Dmin","Emin","iii","iii","Bdim","Cdom7","Cdom7","Cdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"55",8280,"D#/Ebmaj","Fmaj","IV","IV","Emin","Bdim","Cdom7","Cdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"56",9180,"A#/Bbmin","Cmin","i","i","Fmaj","Emin","Bdim","Cdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"57",9270,"A#/Bbmin","Cmin","i","i","Cmin","Fmaj","Emin","Bdim","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"58",9330,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Fmaj","Emin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"59",9420,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Fmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"60",9510,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"61",9570,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"62",9840,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"63",10140,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"64",10230,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"65",10290,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"66",10380,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"67",10470,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"68",10530,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"69",10800,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"70",11100,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"71",11340,"Cdim","Ddim","iiº","iiº","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"72",13890,"Fmaj","Gmaj","V","V","Ddim","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"73",15930,"Cmaj","Dmaj","V/V","V/V","Gmaj","Ddim","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"74",15960,"D#/Ebmin","Fmin","iv","iv","Dmaj","Gmaj","Ddim","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"75",16500,"Fmin","Gmin","ii/IV","ii/IV","Fmin","Dmaj","Gmaj","Ddim","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"76",17490,"D#/Ebmaj","Fmaj","IV","IV","Gmin","Fmin","Dmaj","Gmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"77",17940,"D#/Ebmin","Fmin","iv","iv","Fmaj","Gmin","Fmin","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"78",19020,"Cdom7","Ddom7","V7/V","V/V","Fmin","Fmaj","Gmin","Fmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"79",19380,"Cdom7","Ddom7","V7/V","V/V","Ddom7","Fmin","Fmaj","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"80",20070,"Cmaj","Dmaj","V/V","V/V","Ddom7","Ddom7","Fmin","Fmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"81",20460,"A#/Bbmin","Cmin","i","i","Dmaj","Ddom7","Ddom7","Fmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"82",20640,"Fmin","Gmin","ii/IV","ii/IV","Cmin","Dmaj","Ddom7","Ddom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"83",21960,"A#/Bbmin","Cmin","i","i","Gmin","Cmin","Dmaj","Ddom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"84",22140,"A#/Bbmin","Cmin","i","i","Cmin","Gmin","Cmin","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"85",23220,"D#/Ebmin","Fmin","iv","iv","Cmin","Cmin","Gmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"86",23580,"A#/Bbmin","Cmin","i","i","Fmin","Cmin","Cmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"87",25020,"Cdim","Ddim","iiº","iiº","Cmin","Fmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"88",26880,"Fmaj","Gmaj","V","V","Ddim","Cmin","Fmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"89",27540,"Fmaj","Gmaj","V","V","Gmaj","Ddim","Cmin","Fmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"90",27600,"Fmaj","Gmaj","V","V","Gmaj","Gmaj","Ddim","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"91",27840,"Adim","Bdim","viiº","viiº","Gmaj","Gmaj","Gmaj","Ddim","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"92",28290,"Fmin","Gmin","ii/IV","ii/IV","Bdim","Gmaj","Gmaj","Gmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"93",28470,"Fmin","Gmin","ii/IV","ii/IV","Gmin","Bdim","Gmaj","Gmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"94",30690,"Fmin","Gmin","ii/IV","ii/IV","Gmin","Gmin","Bdim","Gmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"95",30870,"Fmin","Gmin","ii/IV","ii/IV","Gmin","Gmin","Gmin","Bdim","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"96",30990,"Fmin","Gmin","ii/IV","ii/IV","Gmin","Gmin","Gmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"97",31170,"Fmin","Gmin","ii/IV","ii/IV","Gmin","Gmin","Gmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"98",33300,"Cmaj","Dmaj","V/V","V/V","Gmin","Gmin","Gmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"99",33480,"Cmaj","Dmaj","V/V","V/V","Dmaj","Gmin","Gmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"100",34020,"Cmaj","Dmaj","V/V","V/V","Dmaj","Dmaj","Gmin","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"101",34140,"Dmin","Emin","iii","iii","Dmaj","Dmaj","Dmaj","Gmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"102",34200,"Cmaj","Dmaj","V/V","V/V","Emin","Dmaj","Dmaj","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"103",36570,"Dmaj","Emaj","III","III","Dmaj","Emin","Dmaj","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"104",37080,"Dmin","Emin","iii","iii","Emaj","Dmaj","Emin","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"105",38730,"D#/Ebmaj","Fmaj","IV","IV","Emin","Emaj","Dmaj","Emin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"106",39690,"Gmin","Amin","vi","vi","Fmaj","Emin","Emaj","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"107",39720,"Fdom7","Gdom7","V7","V","Amin","Fmaj","Emin","Emaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"108",39780,"A#/Bbdom7","Cdom7","V7/IV","V/IV","Gdom7","Amin","Fmaj","Emin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"109",40020,"A#/Bbmaj","Cmaj","I","I","Cdom7","Gdom7","Amin","Fmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"110",40200,"Gmaj","Amaj","VI","VI","Cmaj","Cdom7","Gdom7","Amin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"111",40440,"Gdom7","Adom7","V7/ii","V/ii","Amaj","Cmaj","Cdom7","Gdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"112",40500,"Cdom7","Ddom7","V7/V","V/V","Adom7","Amaj","Cmaj","Cdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"113",40620,"A#/Bbmin7","Cmin7","i7","i","Ddom7","Adom7","Amaj","Cmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"114",40740,"Cmaj","Dmaj","V/V","V/V","Cmin7","Ddom7","Adom7","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"115",40860,"A#/Bbmin7","Cmin7","i7","i","Dmaj","Cmin7","Ddom7","Adom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"116",40920,"Cdom7","Ddom7","V7/V","V/V","Cmin7","Dmaj","Cmin7","Ddom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"117",41010,"Cmaj","Dmaj","V/V","V/V","Ddom7","Cmin7","Dmaj","Cmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"118",41160,"Cdom7","Ddom7","V7/V","V/V","Dmaj","Ddom7","Cmin7","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"119",41880,"Gmaj","Amaj","VI","VI","Ddom7","Dmaj","Ddom7","Cmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"120",42180,"Gmaj","Amaj","VI","VI","Amaj","Ddom7","Dmaj","Ddom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"121",42210,"Gmaj","Amaj","VI","VI","Amaj","Amaj","Ddom7","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"122",42360,"Gmaj","Amaj","VI","VI","Amaj","Amaj","Amaj","Ddom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"123",42465,"Gmaj","Amaj","VI","VI","Amaj","Amaj","Amaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"124",42600,"Gmaj7","Amaj7","VIM7","VI","Amaj","Amaj","Amaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"125",42690,"Gmaj","Amaj","VI","VI","Amaj7","Amaj","Amaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"126",42825,"Gmaj","Amaj","VI","VI","Amaj","Amaj7","Amaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"127",43005,"Cmaj","Dmaj","V/V","V/V","Amaj","Amaj","Amaj7","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"128",43095,"Dmin","Emin","iii","iii","Dmaj","Amaj","Amaj","Amaj7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"129",43140,"Cmin","Dmin","ii","ii","Emin","Dmaj","Amaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"130",43500,"Cmin7","Dmin7","ii7","ii","Dmin","Emin","Dmaj","Amaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"131",43725,"Cmin","Dmin","ii","ii","Dmin7","Dmin","Emin","Dmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"132",43770,"Gmin","Amin","vi","vi","Dmin","Dmin7","Dmin","Emin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"133",43820,"Cmin","Dmin","ii","ii","Amin","Dmin","Dmin7","Dmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"134",43860,"Cmin7","Dmin7","ii7","ii","Dmin","Amin","Dmin","Dmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"135",44220,"Cmin7","Dmin7","ii7","ii","Dmin7","Dmin","Amin","Dmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"136",44445,"Cmin","Dmin","ii","ii","Dmin7","Dmin7","Dmin","Amin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"137",44490,"Gmin","Amin","vi","vi","Dmin","Dmin7","Dmin7","Dmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"138",44535,"Cmin","Dmin","ii","ii","Amin","Dmin","Dmin7","Dmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"139",44580,"D#/Ebmaj","Fmaj","IV","IV","Dmin","Amin","Dmin","Dmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"140",45360,"A#/Bbmin","Cmin","i","i","Fmaj","Dmin","Amin","Dmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"141",45480,"A#/Bbmin","Cmin","i","i","Cmin","Fmaj","Dmin","Amin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"142",45600,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Fmaj","Dmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"143",45720,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Fmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"144",45825,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"145",45840,"A#/Bbmin","Cmin","i","i","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"146",46800,"A#/Bbmaj","Cmaj","I","I","Cmin","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"147",46920,"A#/Bbmaj","Cmaj","I","I","Cmaj","Cmin","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"148",47265,"A#/Bbdom7","Cdom7","V7/IV","V/IV","Cmaj","Cmaj","Cmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"149",47280,"A#/Bbmaj","Cmaj","I","I","Cdom7","Cmaj","Cmaj","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"150",47860,"Gmin","Amin","vi","vi","Cmaj","Cdom7","Cmaj","Cmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"151",47980,"Dmaj","Emaj","III","III","Amin","Cmaj","Cdom7","Cmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"152",48240,"Dmaj","Emaj","III","III","Emaj","Amin","Cmaj","Cdom7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"153",48600,"D#/Ebmin7","Fmin7","iv7","iv","Emaj","Emaj","Amin","Cmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"154",48705,"Dmaj","Emaj","III","III","Fmin7","Emaj","Emaj","Amin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"155",48720,"Dmaj","Emaj","III","III","Emaj","Fmin7","Emaj","Emaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"156",52650,"Fmaj","Gmaj","V","V","Emaj","Emaj","Fmin7","Emaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"157",53040,"D#/Ebmin","Fmin","iv","iv","Gmaj","Emaj","Emaj","Fmin7","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"158",53220,"A#/Bbmin","Cmin","i","i","Fmin","Gmaj","Emaj","Emaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"159",54540,"D#/Ebmin","Fmin","iv","iv","Cmin","Fmin","Gmaj","Emaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"160",54660,"D#/Ebmin","Fmin","iv","iv","Fmin","Cmin","Fmin","Gmaj","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"161",55440,"D#/Ebmaj","Fmaj","IV","IV","Fmin","Fmin","Cmin","Fmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
"162",55980,"Cmin","Dmin","ii","ii","Fmaj","Fmin","Fmin","Cmin","Rachmaninoff","Piano Sonata 2 in Bb Minor","Minor","Piano Sonata"
